customer_id,channel,acquisition_date,campaign_id
CUST0001216,PARTNERSHIP,2021-08-02,ACQ_CAMP_14
CUST0001217,PAID_SEARCH,2023-01-18,ACQ_CAMP_11
CUST0001218,PAID_SOCIAL,2024-10-17,ACQ_CAMP_5
CUST0001219,ORGANIC,2024-06-22,
CUST0001220,PAID_SEARCH,2021-10-30,ACQ_CAMP_30
CUST0001221,ORGANIC,2021-07-05,
CUST0001222,ORGANIC,2023-07-16,
CUST0001223,REFERRAL,2020-02-17,ACQ_CAMP_2
CUST0001224,REFERRAL,2021-03-13,ACQ_CAMP_27
CUST0001225,ORGANIC,2023-02-28,
CUST0001226,PAID_SOCIAL,2023-03-02,ACQ_CAMP_25
CUST0001227,ORGANIC,2022-01-12,
CUST0001228,ORGANIC,2023-12-12,
CUST0001229,PARTNERSHIP,2023-02-15,ACQ_CAMP_18
CUST0001230,PAID_SOCIAL,2020-07-20,ACQ_CAMP_12
CUST0001231,PARTNERSHIP,2024-05-09,ACQ_CAMP_4
CUST0001232,ORGANIC,2020-06-28,
CUST0001233,ORGANIC,2021-12-06,
CUST0001234,REFERRAL,2021-06-09,ACQ_CAMP_22
CUST0001235,REFERRAL,2023-05-14,ACQ_CAMP_4
CUST0001236,ORGANIC,2020-03-10,
CUST0001237,PAID_SOCIAL,2020-09-22,ACQ_CAMP_5
CUST0001238,PAID_SEARCH,2024-04-07,ACQ_CAMP_28
CUST0001239,ORGANIC,2024-11-28,
CUST0001240,ORGANIC,2020-04-19,
CUST0001241,ORGANIC,2022-04-18,
CUST0001242,PAID_SOCIAL,2023-11-30,ACQ_CAMP_8
CUST0001243,ORGANIC,2023-03-30,
CUST0001244,PAID_SOCIAL,2023-02-22,ACQ_CAMP_6
CUST0001245,ORGANIC,2023-04-07,
CUST0001246,PAID_SOCIAL,2021-08-30,ACQ_CAMP_5
CUST0001247,PAID_SOCIAL,2024-07-09,ACQ_CAMP_17
CUST0001248,PAID_SEARCH,2023-10-22,ACQ_CAMP_12
CUST0001249,ORGANIC,2022-03-08,
CUST0001250,PARTNERSHIP,2023-10-30,ACQ_CAMP_4
CUST0001251,PARTNERSHIP,2024-04-24,ACQ_CAMP_28
CUST0001252,PAID_SEARCH,2020-06-14,ACQ_CAMP_9
CUST0001253,PARTNERSHIP,2024-08-28,ACQ_CAMP_17
CUST0001254,PAID_SOCIAL,2022-07-28,ACQ_CAMP_26
CUST0001255,PAID_SEARCH,2021-08-25,ACQ_CAMP_29
CUST0001256,PAID_SOCIAL,2023-06-17,ACQ_CAMP_11
CUST0001257,PAID_SEARCH,2023-09-19,ACQ_CAMP_11
CUST0001258,PAID_SOCIAL,2021-06-22,ACQ_CAMP_3
CUST0001259,ORGANIC,2024-03-30,
CUST0001260,ORGANIC,2024-08-20,
CUST0001261,ORGANIC,2024-04-23,
CUST0001262,PAID_SOCIAL,2020-03-01,ACQ_CAMP_24
CUST0001263,PAID_SEARCH,2024-01-22,ACQ_CAMP_5
CUST0001264,PAID_SEARCH,2020-08-18,ACQ_CAMP_23
CUST0001265,REFERRAL,2020-12-23,ACQ_CAMP_5
CUST0001266,REFERRAL,2022-06-27,ACQ_CAMP_14
CUST0001267,PARTNERSHIP,2024-08-24,ACQ_CAMP_9
CUST0001268,PAID_SOCIAL,2023-05-26,ACQ_CAMP_30
CUST0001269,PARTNERSHIP,2021-11-06,ACQ_CAMP_29
CUST0001270,ORGANIC,2021-10-20,
CUST0001271,PAID_SEARCH,2023-11-23,ACQ_CAMP_19
CUST0001272,PAID_SEARCH,2022-08-13,ACQ_CAMP_30
CUST0001273,PAID_SEARCH,2021-08-14,ACQ_CAMP_15
CUST0001274,PARTNERSHIP,2024-03-23,ACQ_CAMP_26
CUST0001275,PAID_SOCIAL,2024-01-04,ACQ_CAMP_29
CUST0001276,ORGANIC,2020-09-26,
CUST0001277,REFERRAL,2024-11-11,ACQ_CAMP_4
CUST0001278,ORGANIC,2021-09-20,
CUST0001279,REFERRAL,2020-02-10,ACQ_CAMP_21
CUST0001280,PARTNERSHIP,2020-12-25,ACQ_CAMP_2
CUST0001281,PAID_SOCIAL,2023-04-22,ACQ_CAMP_2
CUST0001282,PAID_SOCIAL,2021-10-18,ACQ_CAMP_28
CUST0001283,PAID_SEARCH,2022-09-26,ACQ_CAMP_21
CUST0001284,PAID_SOCIAL,2020-06-20,ACQ_CAMP_29
CUST0001285,PAID_SEARCH,2024-04-09,ACQ_CAMP_14
CUST0001286,REFERRAL,2023-08-23,ACQ_CAMP_29
CUST0001287,PAID_SOCIAL,2021-11-18,ACQ_CAMP_22
CUST0001288,PAID_SOCIAL,2024-10-13,ACQ_CAMP_29
CUST0001289,PAID_SEARCH,2020-04-02,ACQ_CAMP_7
CUST0001290,ORGANIC,2021-10-19,
CUST0001291,REFERRAL,2023-05-25,ACQ_CAMP_24
CUST0001292,ORGANIC,2022-12-25,
CUST0001293,REFERRAL,2022-08-27,ACQ_CAMP_21
CUST0001294,PAID_SEARCH,2021-12-03,ACQ_CAMP_14
CUST0001295,PAID_SOCIAL,2022-07-31,ACQ_CAMP_25
CUST0001296,PAID_SOCIAL,2022-07-08,ACQ_CAMP_7
CUST0001297,PARTNERSHIP,2021-07-07,ACQ_CAMP_10
CUST0001298,ORGANIC,2021-11-24,
CUST0001299,PAID_SOCIAL,2023-10-13,ACQ_CAMP_16
CUST0001300,ORGANIC,2022-10-04,
CUST0001301,PAID_SOCIAL,2021-10-21,ACQ_CAMP_13
CUST0001302,ORGANIC,2022-10-18,
CUST0001303,REFERRAL,2021-04-15,ACQ_CAMP_3
CUST0001304,REFERRAL,2022-02-05,ACQ_CAMP_27
CUST0001305,PAID_SEARCH,2022-05-25,ACQ_CAMP_28
CUST0001306,PAID_SOCIAL,2021-09-26,ACQ_CAMP_25
CUST0001307,ORGANIC,2020-05-31,
CUST0001308,PAID_SOCIAL,2021-09-21,ACQ_CAMP_20
CUST0001309,PAID_SOCIAL,2021-03-13,ACQ_CAMP_24
CUST0001310,PARTNERSHIP,2024-02-01,ACQ_CAMP_12
CUST0001311,PAID_SEARCH,2023-08-05,ACQ_CAMP_2
CUST0001312,PAID_SOCIAL,2020-05-28,ACQ_CAMP_2
CUST0001313,ORGANIC,2021-02-26,
CUST0001314,PAID_SEARCH,2021-12-27,ACQ_CAMP_20
CUST0001315,PAID_SOCIAL,2024-11-09,ACQ_CAMP_8
CUST0001316,ORGANIC,2022-12-04,
CUST0001317,REFERRAL,2020-09-02,ACQ_CAMP_28
CUST0001318,PAID_SOCIAL,2021-04-09,ACQ_CAMP_23
CUST0001319,REFERRAL,2021-10-29,ACQ_CAMP_3
CUST0001320,PAID_SOCIAL,2022-04-18,ACQ_CAMP_11
CUST0001321,REFERRAL,2020-04-12,ACQ_CAMP_8
CUST0001322,REFERRAL,2021-09-06,ACQ_CAMP_21
CUST0001323,PAID_SOCIAL,2021-05-03,ACQ_CAMP_9
CUST0001324,PAID_SOCIAL,2023-02-22,ACQ_CAMP_8
CUST0001325,PAID_SOCIAL,2022-06-29,ACQ_CAMP_2
CUST0001326,ORGANIC,2022-07-06,
CUST0001327,ORGANIC,2020-06-12,
CUST0001328,PARTNERSHIP,2022-10-21,ACQ_CAMP_18
CUST0001329,PAID_SEARCH,2023-08-12,ACQ_CAMP_3
CUST0001330,PAID_SOCIAL,2024-04-17,ACQ_CAMP_24
CUST0001331,ORGANIC,2020-11-02,
CUST0001332,REFERRAL,2020-04-22,ACQ_CAMP_7
CUST0001333,REFERRAL,2021-11-13,ACQ_CAMP_29
CUST0001334,PARTNERSHIP,2020-08-20,ACQ_CAMP_2
CUST0001335,PAID_SEARCH,2022-12-17,ACQ_CAMP_9
CUST0001336,ORGANIC,2020-05-04,
CUST0001337,ORGANIC,2021-12-18,
CUST0001338,ORGANIC,2022-05-19,
CUST0001339,PAID_SEARCH,2023-03-31,ACQ_CAMP_28
CUST0001340,REFERRAL,2022-07-06,ACQ_CAMP_7
CUST0001341,PAID_SEARCH,2023-04-08,ACQ_CAMP_14
CUST0001342,PARTNERSHIP,2022-03-16,ACQ_CAMP_18
CUST0001343,ORGANIC,2023-06-08,
CUST0001344,REFERRAL,2024-10-17,ACQ_CAMP_11
CUST0001345,PAID_SOCIAL,2021-02-17,ACQ_CAMP_14
CUST0001346,PAID_SEARCH,2021-05-19,ACQ_CAMP_17
CUST0001347,REFERRAL,2024-05-02,ACQ_CAMP_8
CUST0001348,PAID_SOCIAL,2020-07-15,ACQ_CAMP_30
CUST0001349,PAID_SOCIAL,2022-03-13,ACQ_CAMP_10
CUST0001350,ORGANIC,2022-08-07,
CUST0001351,REFERRAL,2024-04-29,ACQ_CAMP_3
CUST0001352,PAID_SEARCH,2023-01-17,ACQ_CAMP_19
CUST0001353,REFERRAL,2022-09-06,ACQ_CAMP_7
CUST0001354,ORGANIC,2022-01-17,
CUST0001355,PAID_SEARCH,2022-06-28,ACQ_CAMP_15
CUST0001356,ORGANIC,2023-10-21,
CUST0001357,PAID_SEARCH,2022-11-11,ACQ_CAMP_2
CUST0001358,REFERRAL,2024-07-03,ACQ_CAMP_4
CUST0001359,PAID_SOCIAL,2024-03-09,ACQ_CAMP_11
CUST0001360,PAID_SOCIAL,2020-07-18,ACQ_CAMP_4
CUST0001361,PAID_SEARCH,2020-10-15,ACQ_CAMP_2
CUST0001362,REFERRAL,2022-01-04,ACQ_CAMP_12
CUST0001363,PARTNERSHIP,2021-11-08,ACQ_CAMP_20
CUST0001364,PAID_SEARCH,2022-10-07,ACQ_CAMP_12
CUST0001365,PAID_SOCIAL,2022-12-28,ACQ_CAMP_24
CUST0001366,PAID_SOCIAL,2024-10-19,ACQ_CAMP_27
CUST0001367,PARTNERSHIP,2023-02-07,ACQ_CAMP_9
CUST0001368,PAID_SOCIAL,2023-01-12,ACQ_CAMP_27
CUST0001369,PAID_SOCIAL,2023-03-21,ACQ_CAMP_30
CUST0001370,ORGANIC,2024-06-23,
CUST0001371,ORGANIC,2023-09-06,
CUST0001372,PARTNERSHIP,2023-08-16,ACQ_CAMP_3
CUST0001373,PARTNERSHIP,2020-02-05,ACQ_CAMP_7
CUST0001374,ORGANIC,2020-08-14,
CUST0001375,REFERRAL,2020-01-05,ACQ_CAMP_21
CUST0001376,PAID_SEARCH,2023-05-20,ACQ_CAMP_13
CUST0001377,PAID_SOCIAL,2020-11-12,ACQ_CAMP_15
CUST0001378,PARTNERSHIP,2023-05-14,ACQ_CAMP_11
CUST0001379,PAID_SEARCH,2023-09-21,ACQ_CAMP_11
CUST0001380,REFERRAL,2021-01-08,ACQ_CAMP_7
CUST0001381,PAID_SEARCH,2020-04-19,ACQ_CAMP_25
CUST0001382,PARTNERSHIP,2024-04-05,ACQ_CAMP_29
CUST0001383,ORGANIC,2021-08-11,
CUST0001384,ORGANIC,2024-09-18,
CUST0001385,ORGANIC,2021-02-04,
CUST0001386,PAID_SEARCH,2021-08-22,ACQ_CAMP_4
CUST0001387,PARTNERSHIP,2024-11-13,ACQ_CAMP_27
CUST0001388,REFERRAL,2023-04-25,ACQ_CAMP_28
CUST0001389,REFERRAL,2023-06-07,ACQ_CAMP_16
CUST0001390,PARTNERSHIP,2021-01-28,ACQ_CAMP_29
CUST0001391,PAID_SEARCH,2024-08-15,ACQ_CAMP_1
CUST0001392,PAID_SEARCH,2022-08-25,ACQ_CAMP_8
CUST0001393,ORGANIC,2023-02-14,
CUST0001394,PAID_SOCIAL,2020-08-08,ACQ_CAMP_16
CUST0001395,ORGANIC,2021-06-04,
CUST0001396,REFERRAL,2022-04-17,ACQ_CAMP_23
CUST0001397,ORGANIC,2022-12-10,
CUST0001398,PAID_SEARCH,2021-01-27,ACQ_CAMP_24
CUST0001399,PAID_SOCIAL,2024-07-24,ACQ_CAMP_16
CUST0001400,ORGANIC,2021-09-09,
CUST0001401,PAID_SOCIAL,2022-07-25,ACQ_CAMP_22
CUST0001402,PAID_SEARCH,2022-01-07,ACQ_CAMP_16
CUST0001403,ORGANIC,2021-11-23,
CUST0001404,PAID_SOCIAL,2021-06-06,ACQ_CAMP_22
CUST0001405,REFERRAL,2021-04-27,ACQ_CAMP_17
CUST0001406,PAID_SEARCH,2023-10-30,ACQ_CAMP_21
CUST0001407,PARTNERSHIP,2024-06-15,ACQ_CAMP_1
CUST0001408,PAID_SOCIAL,2024-06-25,ACQ_CAMP_26
CUST0001409,ORGANIC,2021-08-05,
CUST0001410,REFERRAL,2022-11-23,ACQ_CAMP_5
CUST0001411,PARTNERSHIP,2024-05-28,ACQ_CAMP_28
CUST0001412,REFERRAL,2022-06-17,ACQ_CAMP_20
CUST0001413,PAID_SEARCH,2021-12-30,ACQ_CAMP_24
CUST0001414,PAID_SOCIAL,2022-12-24,ACQ_CAMP_7
CUST0001415,PAID_SOCIAL,2021-07-01,ACQ_CAMP_20
CUST0001416,PAID_SOCIAL,2024-07-04,ACQ_CAMP_11
CUST0001417,REFERRAL,2021-02-17,ACQ_CAMP_3
CUST0001418,REFERRAL,2020-02-25,ACQ_CAMP_29
CUST0001419,REFERRAL,2024-03-16,ACQ_CAMP_3
CUST0001420,PARTNERSHIP,2024-09-22,ACQ_CAMP_16
CUST0001421,REFERRAL,2021-01-01,ACQ_CAMP_8
CUST0001422,PAID_SOCIAL,2021-10-04,ACQ_CAMP_21
CUST0001423,REFERRAL,2022-04-12,ACQ_CAMP_14
CUST0001424,ORGANIC,2023-11-06,
CUST0001425,PAID_SEARCH,2020-07-16,ACQ_CAMP_10
CUST0001426,PAID_SOCIAL,2024-07-17,ACQ_CAMP_14
CUST0001427,ORGANIC,2022-06-22,
CUST0001428,PAID_SOCIAL,2024-12-04,ACQ_CAMP_20
CUST0001429,PAID_SOCIAL,2020-02-05,ACQ_CAMP_16
CUST0001430,PAID_SOCIAL,2023-04-22,ACQ_CAMP_13
CUST0001431,PAID_SEARCH,2024-11-08,ACQ_CAMP_16
CUST0001432,PAID_SEARCH,2024-11-14,ACQ_CAMP_12
CUST0001433,REFERRAL,2021-06-28,ACQ_CAMP_25
CUST0001434,PAID_SOCIAL,2024-05-17,ACQ_CAMP_3
CUST0001435,PAID_SOCIAL,2021-10-26,ACQ_CAMP_21
CUST0001436,PAID_SOCIAL,2023-09-11,ACQ_CAMP_22
CUST0001437,REFERRAL,2023-04-04,ACQ_CAMP_6
CUST0001438,ORGANIC,2020-02-11,
CUST0001439,PAID_SOCIAL,2024-07-17,ACQ_CAMP_11
CUST0001440,PAID_SOCIAL,2022-08-01,ACQ_CAMP_22
CUST0001441,ORGANIC,2022-04-27,
CUST0001442,PAID_SOCIAL,2023-03-05,ACQ_CAMP_29
CUST0001443,REFERRAL,2021-10-20,ACQ_CAMP_13
CUST0001444,PAID_SOCIAL,2020-05-03,ACQ_CAMP_7
CUST0001445,ORGANIC,2023-08-05,
CUST0001446,PARTNERSHIP,2021-10-12,ACQ_CAMP_17
CUST0001447,PAID_SOCIAL,2024-09-10,ACQ_CAMP_16
CUST0001448,ORGANIC,2024-10-23,
CUST0001449,REFERRAL,2023-06-03,ACQ_CAMP_29
CUST0001450,REFERRAL,2024-09-16,ACQ_CAMP_29
CUST0001451,ORGANIC,2022-08-28,
CUST0001452,PAID_SOCIAL,2022-01-13,ACQ_CAMP_2
CUST0001453,ORGANIC,2023-04-10,
CUST0001454,PAID_SEARCH,2020-12-02,ACQ_CAMP_11
CUST0001455,REFERRAL,2023-11-14,ACQ_CAMP_10
CUST0001456,ORGANIC,2021-04-09,
CUST0001457,ORGANIC,2023-10-09,
CUST0001458,PAID_SOCIAL,2022-05-07,ACQ_CAMP_27
CUST0001459,ORGANIC,2021-07-08,
CUST0001460,PAID_SOCIAL,2021-01-09,ACQ_CAMP_12
CUST0001461,PARTNERSHIP,2022-11-20,ACQ_CAMP_12
CUST0001462,ORGANIC,2020-05-07,
CUST0001463,PAID_SOCIAL,2020-03-22,ACQ_CAMP_21
CUST0001464,PAID_SOCIAL,2020-03-09,ACQ_CAMP_25
CUST0001465,REFERRAL,2020-06-15,ACQ_CAMP_5
CUST0001466,PAID_SEARCH,2023-07-11,ACQ_CAMP_14
CUST0001467,PAID_SOCIAL,2022-01-31,ACQ_CAMP_24
CUST0001468,PAID_SOCIAL,2021-03-26,ACQ_CAMP_12
CUST0001469,REFERRAL,2023-08-28,ACQ_CAMP_28
CUST0001470,PARTNERSHIP,2022-02-25,ACQ_CAMP_17
CUST0001471,PARTNERSHIP,2021-07-21,ACQ_CAMP_27
CUST0001472,PAID_SOCIAL,2024-05-30,ACQ_CAMP_7
CUST0001473,PARTNERSHIP,2024-03-10,ACQ_CAMP_23
CUST0001474,REFERRAL,2022-04-18,ACQ_CAMP_9
CUST0001475,PAID_SEARCH,2021-06-10,ACQ_CAMP_3
CUST0001476,PAID_SOCIAL,2023-08-09,ACQ_CAMP_9
CUST0001477,PAID_SOCIAL,2024-06-29,ACQ_CAMP_24
CUST0001478,PAID_SEARCH,2021-01-31,ACQ_CAMP_27
CUST0001479,PARTNERSHIP,2022-03-05,ACQ_CAMP_20
CUST0001480,ORGANIC,2023-12-04,
CUST0001481,PAID_SEARCH,2021-02-16,ACQ_CAMP_10
CUST0001482,PAID_SOCIAL,2021-02-15,ACQ_CAMP_10
CUST0001483,PARTNERSHIP,2021-02-24,ACQ_CAMP_3
CUST0001484,ORGANIC,2022-05-09,
CUST0001485,REFERRAL,2021-03-15,ACQ_CAMP_30
CUST0001486,PAID_SOCIAL,2024-09-07,ACQ_CAMP_8
CUST0001487,ORGANIC,2020-11-26,
CUST0001488,ORGANIC,2024-08-16,
CUST0001489,REFERRAL,2024-08-19,ACQ_CAMP_16
CUST0001490,PAID_SOCIAL,2022-04-18,ACQ_CAMP_21
CUST0001491,ORGANIC,2023-07-16,
CUST0001492,REFERRAL,2024-01-16,ACQ_CAMP_22
CUST0001493,REFERRAL,2023-12-05,ACQ_CAMP_3
CUST0001494,REFERRAL,2023-03-22,ACQ_CAMP_8
CUST0001495,ORGANIC,2021-07-03,
CUST0001496,REFERRAL,2022-02-13,ACQ_CAMP_17
CUST0001497,PARTNERSHIP,2024-07-10,ACQ_CAMP_17
CUST0001498,PAID_SOCIAL,2024-09-04,ACQ_CAMP_5
CUST0001499,ORGANIC,2021-10-04,
CUST0001500,REFERRAL,2022-10-09,ACQ_CAMP_5
CUST0001501,PARTNERSHIP,2020-05-07,ACQ_CAMP_13
CUST0001502,ORGANIC,2022-09-21,
CUST0001503,REFERRAL,2020-11-18,ACQ_CAMP_24
CUST0001504,REFERRAL,2022-06-22,ACQ_CAMP_25
CUST0001505,ORGANIC,2024-04-27,
CUST0001506,ORGANIC,2020-02-11,
CUST0001507,REFERRAL,2023-09-05,ACQ_CAMP_13
CUST0001508,REFERRAL,2022-02-14,ACQ_CAMP_9
CUST0001509,ORGANIC,2023-04-20,
CUST0001510,ORGANIC,2024-10-05,
CUST0001511,ORGANIC,2021-02-25,
CUST0001512,ORGANIC,2023-06-04,
CUST0001513,PAID_SOCIAL,2024-01-26,ACQ_CAMP_29
CUST0001514,ORGANIC,2020-11-24,
CUST0001515,REFERRAL,2021-02-27,ACQ_CAMP_20
CUST0001516,PAID_SOCIAL,2021-10-31,ACQ_CAMP_12
CUST0001517,ORGANIC,2020-11-07,
CUST0001518,PAID_SOCIAL,2020-02-04,ACQ_CAMP_26
CUST0001519,PAID_SEARCH,2024-04-17,ACQ_CAMP_3
CUST0001520,ORGANIC,2021-08-18,
CUST0001521,REFERRAL,2020-03-30,ACQ_CAMP_24
CUST0001522,PAID_SOCIAL,2022-06-03,ACQ_CAMP_3
CUST0001523,ORGANIC,2023-05-08,
CUST0001524,PAID_SEARCH,2023-08-11,ACQ_CAMP_12
CUST0001525,REFERRAL,2023-07-21,ACQ_CAMP_15
CUST0001526,ORGANIC,2023-07-25,
CUST0001527,ORGANIC,2023-05-31,
CUST0001528,ORGANIC,2020-08-11,
CUST0001529,ORGANIC,2022-10-25,
CUST0001530,ORGANIC,2023-04-06,
CUST0001531,PAID_SOCIAL,2022-06-23,ACQ_CAMP_1
CUST0001532,PAID_SOCIAL,2023-02-13,ACQ_CAMP_6
CUST0001533,PAID_SOCIAL,2020-12-18,ACQ_CAMP_23
CUST0001534,ORGANIC,2023-09-30,
CUST0001535,ORGANIC,2020-12-23,
CUST0001536,REFERRAL,2022-02-25,ACQ_CAMP_15
CUST0001537,PAID_SEARCH,2022-05-26,ACQ_CAMP_19
CUST0001538,ORGANIC,2024-11-20,
CUST0001539,REFERRAL,2021-02-18,ACQ_CAMP_3
CUST0001540,PAID_SEARCH,2020-10-06,ACQ_CAMP_3
CUST0001541,PAID_SOCIAL,2022-03-01,ACQ_CAMP_9
CUST0001542,ORGANIC,2024-02-14,
CUST0001543,PARTNERSHIP,2024-05-30,ACQ_CAMP_8
CUST0001544,PAID_SOCIAL,2023-03-08,ACQ_CAMP_25
CUST0001545,PAID_SOCIAL,2024-04-04,ACQ_CAMP_30
CUST0001546,PAID_SOCIAL,2021-03-11,ACQ_CAMP_12
CUST0001547,ORGANIC,2020-06-12,
CUST0001548,REFERRAL,2020-02-14,ACQ_CAMP_21
CUST0001549,ORGANIC,2021-08-10,
CUST0001550,ORGANIC,2023-10-27,
CUST0001551,PAID_SOCIAL,2022-11-06,ACQ_CAMP_23
CUST0001552,ORGANIC,2021-11-17,
CUST0001553,PAID_SOCIAL,2020-07-05,ACQ_CAMP_30
CUST0001554,PARTNERSHIP,2022-10-29,ACQ_CAMP_29
CUST0001555,PAID_SOCIAL,2021-02-02,ACQ_CAMP_13
CUST0001556,ORGANIC,2022-07-24,
CUST0001557,PAID_SEARCH,2023-02-10,ACQ_CAMP_3
CUST0001558,REFERRAL,2021-11-16,ACQ_CAMP_17
CUST0001559,PAID_SOCIAL,2024-08-30,ACQ_CAMP_29
CUST0001560,ORGANIC,2021-12-01,
CUST0001561,ORGANIC,2020-03-14,
CUST0001562,REFERRAL,2022-08-21,ACQ_CAMP_4
CUST0001563,PAID_SOCIAL,2022-08-12,ACQ_CAMP_1
CUST0001564,PARTNERSHIP,2021-01-04,ACQ_CAMP_1
CUST0001565,PAID_SEARCH,2021-11-15,ACQ_CAMP_13
CUST0001566,REFERRAL,2023-01-28,ACQ_CAMP_29
CUST0001567,ORGANIC,2023-02-27,
CUST0001568,PAID_SOCIAL,2024-10-13,ACQ_CAMP_8
CUST0001569,REFERRAL,2024-07-31,ACQ_CAMP_21
CUST0001570,ORGANIC,2022-06-20,
CUST0001571,ORGANIC,2023-01-19,
CUST0001572,REFERRAL,2022-06-17,ACQ_CAMP_27
CUST0001573,ORGANIC,2023-11-14,
CUST0001574,ORGANIC,2022-07-15,
CUST0001575,REFERRAL,2024-09-17,ACQ_CAMP_23
CUST0001576,REFERRAL,2022-08-13,ACQ_CAMP_25
CUST0001577,PAID_SOCIAL,2021-01-18,ACQ_CAMP_7
CUST0001578,PAID_SEARCH,2024-09-15,ACQ_CAMP_13
CUST0001579,PAID_SOCIAL,2024-04-26,ACQ_CAMP_12
CUST0001580,PAID_SOCIAL,2022-06-19,ACQ_CAMP_9
CUST0001581,REFERRAL,2021-05-30,ACQ_CAMP_12
CUST0001582,ORGANIC,2022-07-25,
CUST0001583,REFERRAL,2024-05-11,ACQ_CAMP_5
CUST0001584,REFERRAL,2021-07-24,ACQ_CAMP_25
CUST0001585,PAID_SOCIAL,2021-02-21,ACQ_CAMP_10
CUST0001586,PAID_SOCIAL,2024-09-23,ACQ_CAMP_9
CUST0001587,REFERRAL,2024-10-25,ACQ_CAMP_18
CUST0001588,ORGANIC,2022-03-12,
CUST0001589,PAID_SOCIAL,2023-03-03,ACQ_CAMP_14
CUST0001590,PAID_SOCIAL,2023-04-06,ACQ_CAMP_5
CUST0001591,PARTNERSHIP,2024-09-12,ACQ_CAMP_25
CUST0001592,REFERRAL,2021-11-25,ACQ_CAMP_18
CUST0001593,ORGANIC,2020-01-27,
CUST0001594,ORGANIC,2021-04-30,
CUST0001595,PAID_SEARCH,2020-12-18,ACQ_CAMP_18
CUST0001596,ORGANIC,2024-02-20,
CUST0001597,ORGANIC,2023-12-31,
CUST0001598,PAID_SOCIAL,2022-01-12,ACQ_CAMP_25
CUST0001599,PAID_SEARCH,2020-03-03,ACQ_CAMP_8
CUST0001600,ORGANIC,2024-02-20,
CUST0001601,ORGANIC,2024-01-16,
CUST0001602,PARTNERSHIP,2020-02-15,ACQ_CAMP_12
CUST0001603,REFERRAL,2022-10-04,ACQ_CAMP_25
CUST0001604,PARTNERSHIP,2020-02-18,ACQ_CAMP_23
CUST0001605,PAID_SOCIAL,2021-08-29,ACQ_CAMP_27
CUST0001606,PAID_SOCIAL,2020-12-29,ACQ_CAMP_26
CUST0001607,PAID_SEARCH,2020-12-27,ACQ_CAMP_4
CUST0001608,ORGANIC,2024-06-01,
CUST0001609,PARTNERSHIP,2020-10-13,ACQ_CAMP_16
CUST0001610,ORGANIC,2021-02-01,
CUST0001611,PAID_SOCIAL,2021-02-06,ACQ_CAMP_26
CUST0001612,REFERRAL,2022-06-12,ACQ_CAMP_25
CUST0001613,PAID_SOCIAL,2022-07-05,ACQ_CAMP_23
CUST0001614,REFERRAL,2020-06-16,ACQ_CAMP_11
CUST0001615,ORGANIC,2023-04-29,
CUST0001616,PAID_SOCIAL,2021-07-26,ACQ_CAMP_10
CUST0001617,PAID_SOCIAL,2021-01-22,ACQ_CAMP_27
CUST0001618,ORGANIC,2022-04-25,
CUST0001619,ORGANIC,2021-09-09,
CUST0001620,PAID_SOCIAL,2021-07-09,ACQ_CAMP_14
CUST0001621,PAID_SOCIAL,2022-02-05,ACQ_CAMP_4
CUST0001622,PAID_SOCIAL,2024-03-24,ACQ_CAMP_11
CUST0001623,PARTNERSHIP,2022-05-15,ACQ_CAMP_20
CUST0001624,REFERRAL,2024-03-20,ACQ_CAMP_14
CUST0001625,PAID_SOCIAL,2024-11-30,ACQ_CAMP_4
CUST0001626,PARTNERSHIP,2022-09-27,ACQ_CAMP_22
CUST0001627,REFERRAL,2021-06-29,ACQ_CAMP_26
CUST0001628,ORGANIC,2021-07-13,
CUST0001629,PAID_SOCIAL,2020-06-05,ACQ_CAMP_5
CUST0001630,ORGANIC,2020-11-25,
CUST0001631,PAID_SEARCH,2023-05-22,ACQ_CAMP_19
CUST0001632,PAID_SOCIAL,2021-01-03,ACQ_CAMP_25
CUST0001633,ORGANIC,2024-11-04,
CUST0001634,PAID_SEARCH,2023-07-27,ACQ_CAMP_4
CUST0001635,REFERRAL,2021-11-09,ACQ_CAMP_27
CUST0001636,ORGANIC,2023-10-30,
CUST0001637,ORGANIC,2022-03-18,
CUST0001638,REFERRAL,2024-08-15,ACQ_CAMP_19
CUST0001639,PAID_SOCIAL,2024-07-07,ACQ_CAMP_28
CUST0001640,ORGANIC,2023-02-15,
CUST0001641,PARTNERSHIP,2021-12-07,ACQ_CAMP_7
CUST0001642,ORGANIC,2023-12-22,
CUST0001643,PAID_SOCIAL,2020-12-15,ACQ_CAMP_18
CUST0001644,PAID_SOCIAL,2021-07-17,ACQ_CAMP_9
CUST0001645,PAID_SOCIAL,2022-03-27,ACQ_CAMP_30
CUST0001646,ORGANIC,2023-05-20,
CUST0001647,PARTNERSHIP,2020-01-30,ACQ_CAMP_9
CUST0001648,ORGANIC,2024-02-12,
CUST0001649,PAID_SEARCH,2022-03-13,ACQ_CAMP_15
CUST0001650,ORGANIC,2024-03-05,
CUST0001651,ORGANIC,2020-07-10,
CUST0001652,PARTNERSHIP,2022-12-14,ACQ_CAMP_17
CUST0001653,PAID_SOCIAL,2020-05-08,ACQ_CAMP_17
CUST0001654,PAID_SOCIAL,2023-02-09,ACQ_CAMP_2
CUST0001655,ORGANIC,2024-10-28,
CUST0001656,PAID_SOCIAL,2024-02-11,ACQ_CAMP_25
