sku_id,product_name,brand,category_l1,category_l2,category_l3,supplier_id,unit_cost,unit_price,is_private_label,is_perishable,shelf_life_days
SKU000203,ABC Beverages Product 3,ABC,Grocery,Beverages,Beverages Type C,SUP469,263887.65,352262.6,False,False,445
SKU000204,Nestle Beverages Product 4,Nestle,Grocery,Beverages,Beverages Type D,SUP475,376139.31,512316.04,False,False,300
SKU000205,Indofood Beverages Product 5,Indofood,Grocery,Beverages,Beverages Type E,SUP368,170830.46,209916.02,False,False,245
SKU000206,Unilever Beverages Product 6,Unilever,Grocery,Beverages,Beverages Type A,SUP128,250593.05,314051.87,False,False,691
SKU000207,Nestle Beverages Product 7,Nestle,Grocery,Beverages,Beverages Type B,SUP152,187005.45,220018.42,False,False,298
SKU000208,Local Brand Beverages Product 8,Local Brand,Grocery,Beverages,Beverages Type C,SUP106,6271.41,8514.11,False,False,430
SKU000209,MegaMart Own Beverages Product 9,MegaMart Own,Grocery,Beverages,Beverages Type D,SUP191,185168.37,254804.26,True,False,216
SKU000210,Samsung Beverages Product 10,Samsung,Grocery,Beverages,Beverages Type E,SUP468,116135.08,136398.21,False,False,507
SKU000211,Unilever Beverages Product 11,Unilever,Grocery,Beverages,Beverages Type A,SUP444,287910.3,327014.36,False,False,233
SKU000212,Local Brand Beverages Product 12,Local Brand,Grocery,Beverages,Beverages Type B,SUP135,490799.86,680358.46,False,False,656
SKU000213,Mayora Beverages Product 13,Mayora,Grocery,Beverages,Beverages Type C,SUP104,167013.96,211427.55,False,False,557
SKU000214,Mayora Beverages Product 14,Mayora,Grocery,Beverages,Beverages Type D,SUP288,371090.11,435205.28,False,False,685
SKU000215,Wings Beverages Product 15,Wings,Grocery,Beverages,Beverages Type E,SUP225,367569.35,464595.81,False,False,334
SKU000216,MegaMart Own Beverages Product 16,MegaMart Own,Grocery,Beverages,Beverages Type A,SUP277,207967.87,243301.47,True,False,189
SKU000217,Indofood Beverages Product 17,Indofood,Grocery,Beverages,Beverages Type B,SUP477,380669.93,461707.88,False,False,494
SKU000218,MegaMart Own Beverages Product 18,MegaMart Own,Grocery,Beverages,Beverages Type C,SUP351,267258.17,313079.66,True,False,241
SKU000219,Nestle Beverages Product 19,Nestle,Grocery,Beverages,Beverages Type D,SUP218,357267.97,402965.4,False,False,712
SKU000220,ABC Beverages Product 20,ABC,Grocery,Beverages,Beverages Type E,SUP397,231936.72,307169.99,False,False,277
SKU000221,Samsung Beverages Product 21,Samsung,Grocery,Beverages,Beverages Type A,SUP322,42041.09,53406.74,False,False,313
SKU000222,Mayora Beverages Product 22,Mayora,Grocery,Beverages,Beverages Type B,SUP301,426202.28,587226.87,False,False,514
SKU000223,Mayora Beverages Product 23,Mayora,Grocery,Beverages,Beverages Type C,SUP169,120637.56,166849.76,False,False,291
SKU000224,Nestle Beverages Product 24,Nestle,Grocery,Beverages,Beverages Type D,SUP161,227535.54,271725.21,False,False,728
SKU000225,Wings Beverages Product 25,Wings,Grocery,Beverages,Beverages Type E,SUP161,228698.95,283358.91,False,False,272
SKU000226,Mayora Beverages Product 26,Mayora,Grocery,Beverages,Beverages Type A,SUP120,414061.41,542032.64,False,False,400
SKU000227,ABC Beverages Product 27,ABC,Grocery,Beverages,Beverages Type B,SUP282,78420.28,102993.06,False,False,585
SKU000228,Mayora Beverages Product 28,Mayora,Grocery,Beverages,Beverages Type C,SUP115,133782.56,186921.39,False,False,594
SKU000229,Local Brand Beverages Product 29,Local Brand,Grocery,Beverages,Beverages Type D,SUP336,375298.83,440959.53,False,False,284
SKU000230,Nestle Beverages Product 30,Nestle,Grocery,Beverages,Beverages Type E,SUP499,65119.36,72836.05,False,False,407
SKU000231,MegaMart Own Beverages Product 31,MegaMart Own,Grocery,Beverages,Beverages Type A,SUP422,412718.34,500079.22,True,False,266
SKU000232,Mayora Beverages Product 32,Mayora,Grocery,Beverages,Beverages Type B,SUP133,459127.15,515368.46,False,False,382
SKU000233,LG Beverages Product 33,LG,Grocery,Beverages,Beverages Type C,SUP269,405602.84,457355.16,False,False,305
SKU000234,MegaMart Own Beverages Product 34,MegaMart Own,Grocery,Beverages,Beverages Type D,SUP393,233192.49,268263.89,True,False,623
SKU000235,Samsung Beverages Product 35,Samsung,Grocery,Beverages,Beverages Type E,SUP318,250582.56,304412.41,False,False,356
SKU000236,Nestle Beverages Product 36,Nestle,Grocery,Beverages,Beverages Type A,SUP176,141115.98,174109.38,False,False,215
SKU000237,Wings Beverages Product 37,Wings,Grocery,Beverages,Beverages Type B,SUP381,325402.81,406645.31,False,False,670
SKU000238,MegaMart Own Beverages Product 38,MegaMart Own,Grocery,Beverages,Beverages Type C,SUP202,143489.11,163745.58,True,False,718
SKU000239,Local Brand Beverages Product 39,Local Brand,Grocery,Beverages,Beverages Type D,SUP500,398448.89,556561.81,False,False,547
SKU000240,LG Beverages Product 40,LG,Grocery,Beverages,Beverages Type E,SUP264,175296.89,222573.64,False,False,577
SKU000241,Indofood Beverages Product 41,Indofood,Grocery,Beverages,Beverages Type A,SUP498,162844.4,189828.7,False,False,467
SKU000242,MegaMart Own Beverages Product 42,MegaMart Own,Grocery,Beverages,Beverages Type B,SUP492,495808.01,624137.84,True,False,418
SKU000243,Unilever Beverages Product 43,Unilever,Grocery,Beverages,Beverages Type C,SUP373,127689.24,149695.95,False,False,237
SKU000244,Wings Beverages Product 44,Wings,Grocery,Beverages,Beverages Type D,SUP298,289967.59,404446.62,False,False,543
SKU000245,Nestle Beverages Product 45,Nestle,Grocery,Beverages,Beverages Type E,SUP477,92169.68,117770.35,False,False,547
SKU000246,Indofood Beverages Product 46,Indofood,Grocery,Beverages,Beverages Type A,SUP390,353209.18,425795.31,False,False,325
SKU000247,Wings Beverages Product 47,Wings,Grocery,Beverages,Beverages Type B,SUP352,419164.94,562988.96,False,False,496
SKU000248,Indofood Beverages Product 48,Indofood,Grocery,Beverages,Beverages Type C,SUP212,49677.4,58111.98,False,False,200
SKU000249,Indofood Beverages Product 49,Indofood,Grocery,Beverages,Beverages Type D,SUP166,169208.33,217304.18,False,False,528
SKU000250,ABC Beverages Product 50,ABC,Grocery,Beverages,Beverages Type E,SUP460,34480.2,39456.16,False,False,325
SKU000251,Local Brand Vegetables Product 1,Local Brand,Fresh,Vegetables,Vegetables Type A,SUP291,431031.39,598343.82,False,True,14
SKU000252,Samsung Vegetables Product 2,Samsung,Fresh,Vegetables,Vegetables Type B,SUP265,295078.25,354379.63,False,True,5
SKU000253,Samsung Vegetables Product 3,Samsung,Fresh,Vegetables,Vegetables Type C,SUP432,396962.05,551062.17,False,True,8
SKU000254,Local Brand Vegetables Product 4,Local Brand,Fresh,Vegetables,Vegetables Type D,SUP282,348312.4,480202.13,False,True,6
SKU000255,Nestle Vegetables Product 5,Nestle,Fresh,Vegetables,Vegetables Type E,SUP250,192300.13,253874.34,False,True,5
SKU000256,Indofood Vegetables Product 6,Indofood,Fresh,Vegetables,Vegetables Type A,SUP300,474650.11,657205.03,False,True,12
SKU000257,MegaMart Own Vegetables Product 7,MegaMart Own,Fresh,Vegetables,Vegetables Type B,SUP413,303182.39,417273.4,True,True,6
SKU000258,Unilever Vegetables Product 8,Unilever,Fresh,Vegetables,Vegetables Type C,SUP481,468660.46,535300.7,False,True,4
SKU000259,ABC Vegetables Product 9,ABC,Fresh,Vegetables,Vegetables Type D,SUP145,88104.27,120314.85,False,True,14
SKU000260,ABC Vegetables Product 10,ABC,Fresh,Vegetables,Vegetables Type E,SUP227,226081.82,266677.92,False,True,14
SKU000261,MegaMart Own Vegetables Product 11,MegaMart Own,Fresh,Vegetables,Vegetables Type A,SUP100,132045.68,149529.9,True,True,3
SKU000262,Samsung Vegetables Product 12,Samsung,Fresh,Vegetables,Vegetables Type B,SUP352,484705.4,661800.08,False,True,9
SKU000263,Samsung Vegetables Product 13,Samsung,Fresh,Vegetables,Vegetables Type C,SUP395,55207.14,68669.22,False,True,13
SKU000264,Wings Vegetables Product 14,Wings,Fresh,Vegetables,Vegetables Type D,SUP117,85514.97,95957.44,False,True,7
SKU000265,MegaMart Own Vegetables Product 15,MegaMart Own,Fresh,Vegetables,Vegetables Type E,SUP275,134258.22,151902.1,True,True,5
SKU000266,Nestle Vegetables Product 16,Nestle,Fresh,Vegetables,Vegetables Type A,SUP147,367332.62,464350.26,False,True,8
SKU000267,LG Vegetables Product 17,LG,Fresh,Vegetables,Vegetables Type B,SUP434,353729.8,434874.36,False,True,5
SKU000268,Samsung Vegetables Product 18,Samsung,Fresh,Vegetables,Vegetables Type C,SUP205,82766.37,93557.23,False,True,6
SKU000269,Local Brand Vegetables Product 19,Local Brand,Fresh,Vegetables,Vegetables Type D,SUP235,362408.86,478014.46,False,True,13
SKU000270,Wings Vegetables Product 20,Wings,Fresh,Vegetables,Vegetables Type E,SUP381,52478.38,63911.88,False,True,10
SKU000271,ABC Vegetables Product 21,ABC,Fresh,Vegetables,Vegetables Type A,SUP438,6888.71,7758.67,False,True,13
SKU000272,Wings Vegetables Product 22,Wings,Fresh,Vegetables,Vegetables Type B,SUP426,53008.51,61600.44,False,True,7
SKU000273,LG Vegetables Product 23,LG,Fresh,Vegetables,Vegetables Type C,SUP303,422665.69,504031.38,False,True,10
SKU000274,Mayora Vegetables Product 24,Mayora,Fresh,Vegetables,Vegetables Type D,SUP194,50112.75,63304.32,False,True,8
SKU000275,ABC Vegetables Product 25,ABC,Fresh,Vegetables,Vegetables Type E,SUP325,97358.56,108397.57,False,True,10
SKU000276,Mayora Vegetables Product 26,Mayora,Fresh,Vegetables,Vegetables Type A,SUP456,284302.06,325622.29,False,True,13
SKU000277,MegaMart Own Vegetables Product 27,MegaMart Own,Fresh,Vegetables,Vegetables Type B,SUP311,335729.88,450701.94,True,True,12
SKU000278,Indofood Vegetables Product 28,Indofood,Fresh,Vegetables,Vegetables Type C,SUP314,421194.6,566726.42,False,True,11
SKU000279,LG Vegetables Product 29,LG,Fresh,Vegetables,Vegetables Type D,SUP253,288493.57,337737.29,False,True,4
SKU000280,Indofood Vegetables Product 30,Indofood,Fresh,Vegetables,Vegetables Type E,SUP392,253540.23,347384.73,False,True,13
SKU000281,Nestle Vegetables Product 31,Nestle,Fresh,Vegetables,Vegetables Type A,SUP188,64539.53,85654.06,False,True,5
SKU000282,Wings Vegetables Product 32,Wings,Fresh,Vegetables,Vegetables Type B,SUP449,67462.07,82776.8,False,True,9
SKU000283,Nestle Vegetables Product 33,Nestle,Fresh,Vegetables,Vegetables Type C,SUP472,417883.52,492001.81,False,True,4
SKU000284,MegaMart Own Vegetables Product 34,MegaMart Own,Fresh,Vegetables,Vegetables Type D,SUP241,280400.28,354879.15,True,True,11
SKU000285,Indofood Vegetables Product 35,Indofood,Fresh,Vegetables,Vegetables Type E,SUP367,394342.57,507486.31,False,True,9
SKU000286,MegaMart Own Vegetables Product 36,MegaMart Own,Fresh,Vegetables,Vegetables Type A,SUP398,79072.95,100420.92,True,True,4
SKU000287,Unilever Vegetables Product 37,Unilever,Fresh,Vegetables,Vegetables Type B,SUP276,393944.09,535859.53,False,True,9
SKU000288,LG Vegetables Product 38,LG,Fresh,Vegetables,Vegetables Type C,SUP188,288151.5,357859.38,False,True,7
SKU000289,Samsung Vegetables Product 39,Samsung,Fresh,Vegetables,Vegetables Type D,SUP269,24197.35,33074.69,False,True,14
SKU000290,LG Vegetables Product 40,LG,Fresh,Vegetables,Vegetables Type E,SUP110,460813.32,630903.85,False,True,8
SKU000291,Mayora Vegetables Product 41,Mayora,Fresh,Vegetables,Vegetables Type A,SUP456,158919.9,214995.42,False,True,13
SKU000292,MegaMart Own Vegetables Product 42,MegaMart Own,Fresh,Vegetables,Vegetables Type B,SUP480,435105.51,496157.63,True,True,10
SKU000293,ABC Vegetables Product 43,ABC,Fresh,Vegetables,Vegetables Type C,SUP430,138362.89,169498.94,False,True,4
SKU000294,Wings Vegetables Product 44,Wings,Fresh,Vegetables,Vegetables Type D,SUP348,457149.24,558705.45,False,True,11
SKU000295,Indofood Vegetables Product 45,Indofood,Fresh,Vegetables,Vegetables Type E,SUP259,260058.5,298466.99,False,True,14
SKU000296,Nestle Vegetables Product 46,Nestle,Fresh,Vegetables,Vegetables Type A,SUP391,391355.63,492045.9,False,True,3
SKU000297,Wings Vegetables Product 47,Wings,Fresh,Vegetables,Vegetables Type B,SUP333,419303.46,492617.44,False,True,3
SKU000298,Wings Vegetables Product 48,Wings,Fresh,Vegetables,Vegetables Type C,SUP358,140618.86,189420.9,False,True,9
SKU000299,Unilever Vegetables Product 49,Unilever,Fresh,Vegetables,Vegetables Type D,SUP350,342181.31,401235.45,False,True,12
SKU000300,LG Vegetables Product 50,LG,Fresh,Vegetables,Vegetables Type E,SUP183,295505.72,356063.11,False,True,7
SKU000301,Unilever Fruits Product 1,Unilever,Fresh,Fruits,Fruits Type A,SUP183,146109.34,177664.53,False,True,12
SKU000302,Wings Fruits Product 2,Wings,Fresh,Fruits,Fruits Type B,SUP446,429270.04,555567.28,False,True,6
SKU000303,Samsung Fruits Product 3,Samsung,Fresh,Fruits,Fruits Type C,SUP492,259074.21,352182.63,False,True,13
SKU000304,MegaMart Own Fruits Product 4,MegaMart Own,Fresh,Fruits,Fruits Type D,SUP407,456200.14,590419.45,True,True,3
SKU000305,Mayora Fruits Product 5,Mayora,Fresh,Fruits,Fruits Type E,SUP240,357806.54,469732.17,False,True,9
SKU000306,ABC Fruits Product 6,ABC,Fresh,Fruits,Fruits Type A,SUP254,232204.02,270625.13,False,True,13
SKU000307,Samsung Fruits Product 7,Samsung,Fresh,Fruits,Fruits Type B,SUP439,294321.14,324402.02,False,True,8
SKU000308,Mayora Fruits Product 8,Mayora,Fresh,Fruits,Fruits Type C,SUP132,152745.58,172973.88,False,True,8
SKU000309,ABC Fruits Product 9,ABC,Fresh,Fruits,Fruits Type D,SUP464,431438.34,508382.81,False,True,13
SKU000310,Nestle Fruits Product 10,Nestle,Fresh,Fruits,Fruits Type E,SUP129,261060.32,305986.35,False,True,12
SKU000311,ABC Fruits Product 11,ABC,Fresh,Fruits,Fruits Type A,SUP435,341974.1,450169.56,False,True,10
SKU000312,Mayora Fruits Product 12,Mayora,Fresh,Fruits,Fruits Type B,SUP477,453921.22,554410.15,False,True,3
SKU000313,Wings Fruits Product 13,Wings,Fresh,Fruits,Fruits Type C,SUP451,174867.69,229778.03,False,True,11
SKU000314,LG Fruits Product 14,LG,Fresh,Fruits,Fruits Type D,SUP359,453730.62,590557.87,False,True,7
SKU000315,Local Brand Fruits Product 15,Local Brand,Fresh,Fruits,Fruits Type E,SUP165,94662.25,106900.27,False,True,14
SKU000316,Local Brand Fruits Product 16,Local Brand,Fresh,Fruits,Fruits Type A,SUP448,382644.52,441924.0,False,True,8
SKU000317,Wings Fruits Product 17,Wings,Fresh,Fruits,Fruits Type B,SUP257,180865.28,239332.33,False,True,9
SKU000318,ABC Fruits Product 18,ABC,Fresh,Fruits,Fruits Type C,SUP337,188982.8,241079.92,False,True,4
SKU000319,Unilever Fruits Product 19,Unilever,Fresh,Fruits,Fruits Type D,SUP161,238748.74,276557.74,False,True,13
SKU000320,Mayora Fruits Product 20,Mayora,Fresh,Fruits,Fruits Type E,SUP177,209488.09,285166.66,False,True,5
SKU000321,ABC Fruits Product 21,ABC,Fresh,Fruits,Fruits Type A,SUP334,207549.96,263758.86,False,True,5
SKU000322,Nestle Fruits Product 22,Nestle,Fresh,Fruits,Fruits Type B,SUP423,390575.88,486764.66,False,True,5
SKU000323,Indofood Fruits Product 23,Indofood,Fresh,Fruits,Fruits Type C,SUP489,7333.18,8668.25,False,True,5
SKU000324,Nestle Fruits Product 24,Nestle,Fresh,Fruits,Fruits Type D,SUP145,247340.66,328733.24,False,True,5
SKU000325,Samsung Fruits Product 25,Samsung,Fresh,Fruits,Fruits Type E,SUP296,204679.77,284422.67,False,True,3
SKU000326,MegaMart Own Fruits Product 26,MegaMart Own,Fresh,Fruits,Fruits Type A,SUP107,103710.05,125689.36,True,True,8
SKU000327,Local Brand Fruits Product 27,Local Brand,Fresh,Fruits,Fruits Type B,SUP420,99335.47,129436.55,False,True,14
SKU000328,ABC Fruits Product 28,ABC,Fresh,Fruits,Fruits Type C,SUP357,159485.67,180348.38,False,True,12
SKU000329,Unilever Fruits Product 29,Unilever,Fresh,Fruits,Fruits Type D,SUP248,412802.7,491012.58,False,True,10
SKU000330,Local Brand Fruits Product 30,Local Brand,Fresh,Fruits,Fruits Type E,SUP168,172228.4,235331.54,False,True,8
SKU000331,LG Fruits Product 31,LG,Fresh,Fruits,Fruits Type A,SUP306,182829.19,211447.04,False,True,3
SKU000332,Nestle Fruits Product 32,Nestle,Fresh,Fruits,Fruits Type B,SUP358,109539.16,121213.18,False,True,5
SKU000333,MegaMart Own Fruits Product 33,MegaMart Own,Fresh,Fruits,Fruits Type C,SUP292,356999.49,477536.14,True,True,13
SKU000334,Local Brand Fruits Product 34,Local Brand,Fresh,Fruits,Fruits Type D,SUP124,313451.71,400646.84,False,True,13
SKU000335,MegaMart Own Fruits Product 35,MegaMart Own,Fresh,Fruits,Fruits Type E,SUP159,418879.4,466828.74,True,True,9
SKU000336,Unilever Fruits Product 36,Unilever,Fresh,Fruits,Fruits Type A,SUP178,275904.78,342761.72,False,True,6
SKU000337,Indofood Fruits Product 37,Indofood,Fresh,Fruits,Fruits Type B,SUP439,154052.65,200037.27,False,True,11
SKU000338,Nestle Fruits Product 38,Nestle,Fresh,Fruits,Fruits Type C,SUP361,212318.75,290788.91,False,True,14
SKU000339,Mayora Fruits Product 39,Mayora,Fresh,Fruits,Fruits Type D,SUP201,61436.21,69538.36,False,True,12
SKU000340,Mayora Fruits Product 40,Mayora,Fresh,Fruits,Fruits Type E,SUP283,416591.92,579869.26,False,True,14
SKU000341,Nestle Fruits Product 41,Nestle,Fresh,Fruits,Fruits Type A,SUP206,24505.83,30605.49,False,True,14
SKU000342,ABC Fruits Product 42,ABC,Fresh,Fruits,Fruits Type B,SUP145,121080.11,133651.23,False,True,4
SKU000343,LG Fruits Product 43,LG,Fresh,Fruits,Fruits Type C,SUP361,78826.52,88839.44,False,True,4
SKU000344,Unilever Fruits Product 44,Unilever,Fresh,Fruits,Fruits Type D,SUP333,452865.8,585691.81,False,True,7
SKU000345,Indofood Fruits Product 45,Indofood,Fresh,Fruits,Fruits Type E,SUP120,54405.41,62697.37,False,True,7
SKU000346,ABC Fruits Product 46,ABC,Fresh,Fruits,Fruits Type A,SUP488,215867.63,244960.18,False,True,3
SKU000347,MegaMart Own Fruits Product 47,MegaMart Own,Fresh,Fruits,Fruits Type B,SUP268,73505.25,95127.52,True,True,8
SKU000348,Mayora Fruits Product 48,Mayora,Fresh,Fruits,Fruits Type C,SUP275,439845.39,496095.19,False,True,5
SKU000349,MegaMart Own Fruits Product 49,MegaMart Own,Fresh,Fruits,Fruits Type D,SUP297,203123.86,251256.42,True,True,14
SKU000350,Samsung Fruits Product 50,Samsung,Fresh,Fruits,Fruits Type E,SUP157,326179.01,436777.46,False,True,5
SKU000351,Indofood Meat Product 1,Indofood,Fresh,Meat,Meat Type A,SUP153,490876.74,664305.92,False,True,9
SKU000352,LG Meat Product 2,LG,Fresh,Meat,Meat Type B,SUP192,402121.07,524172.03,False,True,12
SKU000353,ABC Meat Product 3,ABC,Fresh,Meat,Meat Type C,SUP472,307622.42,417988.96,False,True,5
SKU000354,LG Meat Product 4,LG,Fresh,Meat,Meat Type D,SUP123,60904.05,74509.12,False,True,4
SKU000355,ABC Meat Product 5,ABC,Fresh,Meat,Meat Type E,SUP368,11118.31,15126.46,False,True,14
SKU000356,Wings Meat Product 6,Wings,Fresh,Meat,Meat Type A,SUP273,489058.3,636242.01,False,True,11
SKU000357,Unilever Meat Product 7,Unilever,Fresh,Meat,Meat Type B,SUP346,219259.71,288983.33,False,True,8
SKU000358,Samsung Meat Product 8,Samsung,Fresh,Meat,Meat Type C,SUP413,78583.95,105925.77,False,True,3
SKU000359,MegaMart Own Meat Product 9,MegaMart Own,Fresh,Meat,Meat Type D,SUP340,467513.85,585173.19,True,True,10
SKU000360,Unilever Meat Product 10,Unilever,Fresh,Meat,Meat Type E,SUP269,376957.85,450913.27,False,True,7
SKU000361,MegaMart Own Meat Product 11,MegaMart Own,Fresh,Meat,Meat Type A,SUP306,115239.73,149004.42,True,True,6
SKU000362,MegaMart Own Meat Product 12,MegaMart Own,Fresh,Meat,Meat Type B,SUP145,224873.49,286018.95,True,True,10
SKU000363,Unilever Meat Product 13,Unilever,Fresh,Meat,Meat Type C,SUP109,490432.02,649121.94,False,True,4
SKU000364,Indofood Meat Product 14,Indofood,Fresh,Meat,Meat Type D,SUP146,280779.85,308872.13,False,True,12
SKU000365,Mayora Meat Product 15,Mayora,Fresh,Meat,Meat Type E,SUP435,445604.89,565338.82,False,True,13
SKU000366,ABC Meat Product 16,ABC,Fresh,Meat,Meat Type A,SUP214,184854.53,206349.89,False,True,10
SKU000367,LG Meat Product 17,LG,Fresh,Meat,Meat Type B,SUP331,359745.74,434928.41,False,True,4
SKU000368,MegaMart Own Meat Product 18,MegaMart Own,Fresh,Meat,Meat Type C,SUP281,331160.58,364494.9,True,True,13
SKU000369,Mayora Meat Product 19,Mayora,Fresh,Meat,Meat Type D,SUP154,276106.84,334687.63,False,True,3
SKU000370,LG Meat Product 20,LG,Fresh,Meat,Meat Type E,SUP469,74522.35,98001.13,False,True,9
SKU000371,MegaMart Own Meat Product 21,MegaMart Own,Fresh,Meat,Meat Type A,SUP301,307371.62,355402.44,True,True,6
SKU000372,Wings Meat Product 22,Wings,Fresh,Meat,Meat Type B,SUP312,359810.02,407423.58,False,True,3
SKU000373,Unilever Meat Product 23,Unilever,Fresh,Meat,Meat Type C,SUP437,387211.86,478265.26,False,True,12
SKU000374,Nestle Meat Product 24,Nestle,Fresh,Meat,Meat Type D,SUP476,482108.1,530946.27,False,True,3
SKU000375,Samsung Meat Product 25,Samsung,Fresh,Meat,Meat Type E,SUP360,420213.97,523115.79,False,True,5
SKU000376,Nestle Meat Product 26,Nestle,Fresh,Meat,Meat Type A,SUP298,366594.86,417373.58,False,True,13
SKU000377,ABC Meat Product 27,ABC,Fresh,Meat,Meat Type B,SUP411,254534.51,309360.94,False,True,14
SKU000378,Mayora Meat Product 28,Mayora,Fresh,Meat,Meat Type C,SUP250,201945.65,242911.87,False,True,10
SKU000379,Nestle Meat Product 29,Nestle,Fresh,Meat,Meat Type D,SUP483,209309.01,274195.7,False,True,11
SKU000380,Local Brand Meat Product 30,Local Brand,Fresh,Meat,Meat Type E,SUP383,431050.24,566211.35,False,True,13
SKU000381,Wings Meat Product 31,Wings,Fresh,Meat,Meat Type A,SUP276,313962.96,372728.62,False,True,13
SKU000382,MegaMart Own Meat Product 32,MegaMart Own,Fresh,Meat,Meat Type B,SUP191,356646.24,496649.09,True,True,11
SKU000383,ABC Meat Product 33,ABC,Fresh,Meat,Meat Type C,SUP387,356624.6,473680.39,False,True,10
SKU000384,Samsung Meat Product 34,Samsung,Fresh,Meat,Meat Type D,SUP373,338750.53,463464.86,False,True,7
SKU000385,Samsung Meat Product 35,Samsung,Fresh,Meat,Meat Type E,SUP112,405110.87,509151.04,False,True,9
SKU000386,MegaMart Own Meat Product 36,MegaMart Own,Fresh,Meat,Meat Type A,SUP484,336775.82,390650.09,True,True,5
SKU000387,Mayora Meat Product 37,Mayora,Fresh,Meat,Meat Type B,SUP251,77482.05,86672.18,False,True,6
SKU000388,Indofood Meat Product 38,Indofood,Fresh,Meat,Meat Type C,SUP415,182547.81,225588.63,False,True,13
SKU000389,Wings Meat Product 39,Wings,Fresh,Meat,Meat Type D,SUP221,372494.3,472464.75,False,True,11
SKU000390,Mayora Meat Product 40,Mayora,Fresh,Meat,Meat Type E,SUP295,348003.36,387708.44,False,True,9
SKU000391,ABC Meat Product 41,ABC,Fresh,Meat,Meat Type A,SUP480,483087.44,539193.53,False,True,7
SKU000392,LG Meat Product 42,LG,Fresh,Meat,Meat Type B,SUP460,415841.82,571136.25,False,True,14
SKU000393,Local Brand Meat Product 43,Local Brand,Fresh,Meat,Meat Type C,SUP471,370532.77,429425.52,False,True,6
SKU000394,Nestle Meat Product 44,Nestle,Fresh,Meat,Meat Type D,SUP188,491809.4,551977.71,False,True,14
SKU000395,Samsung Meat Product 45,Samsung,Fresh,Meat,Meat Type E,SUP235,25113.95,29728.23,False,True,5
SKU000396,Mayora Meat Product 46,Mayora,Fresh,Meat,Meat Type A,SUP179,7794.34,9664.2,False,True,3
SKU000397,ABC Meat Product 47,ABC,Fresh,Meat,Meat Type B,SUP420,300455.76,400236.6,False,True,12
SKU000398,Mayora Meat Product 48,Mayora,Fresh,Meat,Meat Type C,SUP283,247822.72,315181.7,False,True,4
SKU000399,ABC Meat Product 49,ABC,Fresh,Meat,Meat Type D,SUP366,265070.56,367678.4,False,True,4
SKU000400,Nestle Meat Product 50,Nestle,Fresh,Meat,Meat Type E,SUP147,210885.97,265950.57,False,True,8
SKU000401,Wings Seafood Product 1,Wings,Fresh,Seafood,Seafood Type A,SUP250,333350.57,399793.99,False,True,6
SKU000402,Local Brand Seafood Product 2,Local Brand,Fresh,Seafood,Seafood Type B,SUP485,240054.31,304484.98,False,True,13
SKU000403,MegaMart Own Seafood Product 3,MegaMart Own,Fresh,Seafood,Seafood Type C,SUP428,336124.54,414676.9,True,True,12
SKU000404,Wings Seafood Product 4,Wings,Fresh,Seafood,Seafood Type D,SUP264,479653.92,625835.84,False,True,9
SKU000405,Unilever Seafood Product 5,Unilever,Fresh,Seafood,Seafood Type E,SUP244,196008.59,247376.8,False,True,3
SKU000406,ABC Seafood Product 6,ABC,Fresh,Seafood,Seafood Type A,SUP349,259582.99,325159.02,False,True,3
SKU000407,Wings Seafood Product 7,Wings,Fresh,Seafood,Seafood Type B,SUP149,163554.81,183950.69,False,True,5
SKU000408,Local Brand Seafood Product 8,Local Brand,Fresh,Seafood,Seafood Type C,SUP207,268936.88,346412.2,False,True,13
SKU000409,Wings Seafood Product 9,Wings,Fresh,Seafood,Seafood Type D,SUP153,433150.67,531589.72,False,True,6
SKU000410,Samsung Seafood Product 10,Samsung,Fresh,Seafood,Seafood Type E,SUP482,325047.77,449191.75,False,True,13
SKU000411,LG Seafood Product 11,LG,Fresh,Seafood,Seafood Type A,SUP137,359849.8,399924.79,False,True,3
SKU000412,Mayora Seafood Product 12,Mayora,Fresh,Seafood,Seafood Type B,SUP216,281251.68,357889.58,False,True,7
SKU000413,LG Seafood Product 13,LG,Fresh,Seafood,Seafood Type C,SUP108,316957.55,389828.47,False,True,9
SKU000414,Local Brand Seafood Product 14,Local Brand,Fresh,Seafood,Seafood Type D,SUP132,7919.97,10423.36,False,True,14
SKU000415,Unilever Seafood Product 15,Unilever,Fresh,Seafood,Seafood Type E,SUP248,182061.57,227731.91,False,True,13
SKU000416,Unilever Seafood Product 16,Unilever,Fresh,Seafood,Seafood Type A,SUP295,144351.13,198916.91,False,True,9
SKU000417,Indofood Seafood Product 17,Indofood,Fresh,Seafood,Seafood Type B,SUP169,239623.9,301935.78,False,True,14
SKU000418,Local Brand Seafood Product 18,Local Brand,Fresh,Seafood,Seafood Type C,SUP252,151014.34,194840.77,False,True,13
SKU000419,ABC Seafood Product 19,ABC,Fresh,Seafood,Seafood Type D,SUP384,478908.87,528401.74,False,True,5
SKU000420,MegaMart Own Seafood Product 20,MegaMart Own,Fresh,Seafood,Seafood Type E,SUP375,7489.77,9579.39,True,True,11
SKU000421,Mayora Seafood Product 21,Mayora,Fresh,Seafood,Seafood Type A,SUP471,108976.18,144113.28,False,True,8
SKU000422,Local Brand Seafood Product 22,Local Brand,Fresh,Seafood,Seafood Type B,SUP415,75515.28,87235.09,False,True,7
