event_id,customer_id,session_id,event_timestamp,event_date,event_type,page_url,product_id,device_type,platform,utm_source,utm_campaign,txn_id
EVT0000003399,CUST0005918,SES0000003397,2025-10-10 22:12:50,2025-10-10,page_view,/page_view,,DESKTOP,IOS,ORGANIC,,
EVT0000003400,CUST0005918,SES0000003397,2025-10-10 23:10:50,2025-10-10,product_view,/product/8,SKU000716,DESKTOP,IOS,PAID_SOCIAL,,
EVT0000003401,CUST0005918,SES0000003397,2025-10-11 00:56:50,2025-10-11,checkout,/checkout,,DESKTOP,WEB,DIRECT,,
EVT0000003402,CUST0005918,SES0000003397,2025-10-10 22:46:50,2025-10-10,purchase,/purchase,,DESKTOP,WEB,DIRECT,campaign_10,TXN0000052811
EVT0000003403,CUST0009294,SES0000003403,2025-08-22 18:16:56,2025-08-22,page_view,/page_view,,MOBILE_WEB,IOS,REFERRAL,campaign_9,
EVT0000003404,CUST0009294,SES0000003403,2025-08-22 18:36:56,2025-08-22,product_view,/product/381,SKU000306,MOBILE_WEB,WEB,PAID_SOCIAL,,
EVT0000003405,CUST0009294,SES0000003403,2025-08-22 19:50:56,2025-08-22,add_to_cart,/add_to_cart,SKU000894,MOBILE_APP,WEB,DIRECT,campaign_6,
EVT0000003406,CUST0009294,SES0000003403,2025-08-22 18:34:56,2025-08-22,page_view,/page_view,,MOBILE_APP,ANDROID,DIRECT,campaign_9,
EVT0000003407,CUST0009294,SES0000003403,2025-08-22 20:20:56,2025-08-22,add_to_cart,/add_to_cart,SKU000337,MOBILE_WEB,IOS,ORGANIC,campaign_2,
EVT0000003408,CUST0009294,SES0000003403,2025-08-22 20:51:56,2025-08-22,checkout,/checkout,,MOBILE_WEB,ANDROID,PAID_SEARCH,campaign_17,
EVT0000003409,CUST0009294,SES0000003403,2025-08-22 20:10:56,2025-08-22,purchase,/purchase,,MOBILE_APP,IOS,ORGANIC,,TXN0000016507
EVT0000003410,CUST0008868,SES0000003410,2026-01-03 10:38:42,2026-01-03,add_to_cart,/add_to_cart,SKU000762,DESKTOP,IOS,DIRECT,,
EVT0000003411,CUST0008868,SES0000003410,2026-01-03 11:28:42,2026-01-03,checkout,/checkout,,DESKTOP,ANDROID,DIRECT,campaign_18,
EVT0000003412,CUST0008868,SES0000003410,2026-01-03 11:52:42,2026-01-03,purchase,/purchase,,MOBILE_WEB,IOS,EMAIL,,TXN0000117002
EVT0000003413,CUST0003520,SES0000003413,2025-11-02 08:58:29,2025-11-02,product_view,/product/256,SKU000501,MOBILE_WEB,ANDROID,ORGANIC,,
EVT0000003414,CUST0003520,SES0000003413,2025-11-02 09:10:29,2025-11-02,page_view,/page_view,,MOBILE_WEB,IOS,EMAIL,,
EVT0000003415,CUST0003520,SES0000003413,2025-11-02 09:28:29,2025-11-02,page_view,/page_view,,MOBILE_WEB,IOS,ORGANIC,campaign_7,
EVT0000003416,CUST0003520,SES0000003413,2025-11-02 09:52:29,2025-11-02,page_view,/page_view,,MOBILE_WEB,WEB,DIRECT,campaign_11,
EVT0000003417,CUST0003520,SES0000003413,2025-11-02 11:42:29,2025-11-02,checkout,/checkout,,DESKTOP,ANDROID,REFERRAL,,
EVT0000003418,CUST0003520,SES0000003413,2025-11-02 12:08:29,2025-11-02,purchase,/purchase,,MOBILE_APP,ANDROID,PAID_SEARCH,,TXN0000069387
EVT0000003419,CUST0003680,SES0000003419,2026-01-09 11:08:58,2026-01-09,product_view,/product/451,SKU000376,MOBILE_WEB,IOS,PAID_SEARCH,,
EVT0000003420,CUST0003680,SES0000003419,2026-01-09 11:33:58,2026-01-09,checkout,/checkout,,MOBILE_WEB,IOS,PAID_SOCIAL,campaign_7,
EVT0000003421,CUST0003680,SES0000003419,2026-01-09 12:22:58,2026-01-09,purchase,/purchase,,MOBILE_APP,IOS,PAID_SOCIAL,campaign_2,TXN0000121416
EVT0000003422,CUST0001719,SES0000003422,2025-11-21 17:09:41,2025-11-21,add_to_cart,/add_to_cart,SKU000897,MOBILE_WEB,IOS,EMAIL,,
EVT0000003423,CUST0001719,SES0000003422,2025-11-21 17:38:41,2025-11-21,product_view,/product/754,SKU000522,DESKTOP,ANDROID,ORGANIC,,
EVT0000003424,CUST0001719,SES0000003422,2025-11-21 17:43:41,2025-11-21,page_view,/page_view,,DESKTOP,ANDROID,DIRECT,campaign_10,
EVT0000003425,CUST0001719,SES0000003422,2025-11-21 18:27:41,2025-11-21,product_view,/product/372,SKU000886,MOBILE_APP,ANDROID,ORGANIC,campaign_3,
EVT0000003426,CUST0001719,SES0000003422,2025-11-21 20:21:41,2025-11-21,checkout,/checkout,,MOBILE_WEB,ANDROID,PAID_SOCIAL,campaign_18,
EVT0000003427,CUST0001719,SES0000003422,2025-11-21 19:54:41,2025-11-21,purchase,/purchase,,DESKTOP,ANDROID,DIRECT,campaign_2,TXN0000084491
EVT0000003428,CUST0009317,SES0000003428,2025-10-05 17:54:21,2025-10-05,add_to_cart,/add_to_cart,SKU000115,MOBILE_WEB,WEB,REFERRAL,,
EVT0000003429,CUST0009317,SES0000003428,2025-10-05 18:43:21,2025-10-05,add_to_cart,/add_to_cart,SKU000894,MOBILE_APP,WEB,EMAIL,campaign_2,
EVT0000003430,CUST0009317,SES0000003428,2025-10-05 19:30:21,2025-10-05,product_view,/product/502,SKU000042,MOBILE_APP,WEB,ORGANIC,campaign_5,
EVT0000003431,CUST0009317,SES0000003428,2025-10-05 18:54:21,2025-10-05,page_view,/page_view,,MOBILE_WEB,WEB,DIRECT,,
EVT0000003432,CUST0009317,SES0000003428,2025-10-05 18:22:21,2025-10-05,checkout,/checkout,,DESKTOP,WEB,EMAIL,campaign_6,
EVT0000003433,CUST0009317,SES0000003428,2025-10-05 18:39:21,2025-10-05,purchase,/purchase,,MOBILE_WEB,WEB,ORGANIC,,TXN0000050257
EVT0000003434,CUST0004640,SES0000003434,2025-08-12 09:42:13,2025-08-12,product_view,/product/16,SKU000476,MOBILE_WEB,ANDROID,ORGANIC,,
EVT0000003435,CUST0004640,SES0000003434,2025-08-12 10:23:13,2025-08-12,page_view,/page_view,,MOBILE_APP,IOS,PAID_SEARCH,campaign_3,
EVT0000003436,CUST0004640,SES0000003434,2025-08-12 11:10:13,2025-08-12,checkout,/checkout,,MOBILE_APP,WEB,EMAIL,campaign_4,
EVT0000003437,CUST0004640,SES0000003434,2025-08-12 10:42:13,2025-08-12,purchase,/purchase,,DESKTOP,IOS,ORGANIC,,TXN0000009091
EVT0000003438,CUST0001547,SES0000003438,2025-08-06 13:30:19,2025-08-06,page_view,/page_view,,MOBILE_WEB,ANDROID,ORGANIC,,
EVT0000003439,CUST0001547,SES0000003438,2025-08-06 13:45:19,2025-08-06,add_to_cart,/add_to_cart,SKU000015,DESKTOP,IOS,EMAIL,,
EVT0000003440,CUST0001547,SES0000003438,2025-08-06 13:56:19,2025-08-06,page_view,/page_view,,MOBILE_WEB,IOS,PAID_SOCIAL,,
EVT0000003441,CUST0001547,SES0000003438,2025-08-06 13:51:19,2025-08-06,checkout,/checkout,,MOBILE_WEB,WEB,DIRECT,campaign_8,
EVT0000003442,CUST0001547,SES0000003438,2025-08-06 16:26:19,2025-08-06,purchase,/purchase,,MOBILE_APP,ANDROID,PAID_SEARCH,campaign_20,TXN0000007000
EVT0000003443,CUST0008341,SES0000003443,2025-11-29 16:29:01,2025-11-29,product_view,/product/218,SKU000499,MOBILE_APP,IOS,ORGANIC,,
EVT0000003444,CUST0008341,SES0000003443,2025-11-29 16:56:01,2025-11-29,product_view,/product/759,SKU000766,MOBILE_APP,WEB,PAID_SOCIAL,,
EVT0000003445,CUST0008341,SES0000003443,2025-11-29 17:07:01,2025-11-29,page_view,/page_view,,MOBILE_WEB,IOS,PAID_SOCIAL,,
EVT0000003446,CUST0008341,SES0000003443,2025-11-29 17:08:01,2025-11-29,product_view,/product/56,SKU000417,MOBILE_WEB,WEB,DIRECT,campaign_12,
EVT0000003447,CUST0008341,SES0000003443,2025-11-29 20:25:01,2025-11-29,add_to_cart,/add_to_cart,SKU000945,DESKTOP,ANDROID,PAID_SEARCH,,
EVT0000003448,CUST0008341,SES0000003443,2025-11-29 18:19:01,2025-11-29,checkout,/checkout,,DESKTOP,WEB,REFERRAL,,
EVT0000003449,CUST0008341,SES0000003443,2025-11-29 20:35:01,2025-11-29,purchase,/purchase,,MOBILE_APP,IOS,PAID_SEARCH,,TXN0000090711
EVT0000003450,CUST0007851,SES0000003450,2025-09-01 15:07:34,2025-09-01,product_view,/product/40,SKU000300,DESKTOP,ANDROID,DIRECT,campaign_7,
EVT0000003451,CUST0007851,SES0000003450,2025-09-01 15:39:34,2025-09-01,page_view,/page_view,,MOBILE_WEB,ANDROID,EMAIL,campaign_6,
EVT0000003452,CUST0007851,SES0000003450,2025-09-01 17:01:34,2025-09-01,product_view,/product/267,SKU000774,DESKTOP,ANDROID,REFERRAL,,
EVT0000003453,CUST0007851,SES0000003450,2025-09-01 17:31:34,2025-09-01,product_view,/product/469,SKU000950,MOBILE_APP,ANDROID,REFERRAL,,
EVT0000003454,CUST0007851,SES0000003450,2025-09-01 19:03:34,2025-09-01,checkout,/checkout,,MOBILE_APP,ANDROID,PAID_SOCIAL,,
EVT0000003455,CUST0007851,SES0000003450,2025-09-01 18:37:34,2025-09-01,purchase,/purchase,,MOBILE_APP,WEB,REFERRAL,campaign_15,TXN0000024981
EVT0000003456,CUST0001847,SES0000003456,2025-12-13 01:55:46,2025-12-13,product_view,/product/616,SKU000389,MOBILE_APP,WEB,ORGANIC,campaign_9,
EVT0000003457,CUST0001847,SES0000003456,2025-12-13 02:21:46,2025-12-13,page_view,/page_view,,MOBILE_APP,IOS,REFERRAL,,
EVT0000003458,CUST0001847,SES0000003456,2025-12-13 02:09:46,2025-12-13,product_view,/product/296,SKU000696,MOBILE_APP,ANDROID,PAID_SEARCH,campaign_20,
EVT0000003459,CUST0001847,SES0000003456,2025-12-13 02:46:46,2025-12-13,page_view,/page_view,,DESKTOP,ANDROID,REFERRAL,campaign_9,
EVT0000003460,CUST0001847,SES0000003456,2025-12-13 04:35:46,2025-12-13,checkout,/checkout,,MOBILE_WEB,ANDROID,ORGANIC,campaign_18,
EVT0000003461,CUST0001847,SES0000003456,2025-12-13 05:15:46,2025-12-13,purchase,/purchase,,MOBILE_APP,IOS,PAID_SOCIAL,campaign_11,TXN0000100906
EVT0000003462,CUST0006400,SES0000003462,2025-08-08 00:01:00,2025-08-08,add_to_cart,/add_to_cart,SKU000631,MOBILE_APP,ANDROID,PAID_SEARCH,campaign_19,
EVT0000003463,CUST0006400,SES0000003462,2025-08-08 00:16:00,2025-08-08,product_view,/product/269,SKU000763,MOBILE_APP,ANDROID,PAID_SEARCH,campaign_17,
EVT0000003464,CUST0006400,SES0000003462,2025-08-08 00:17:00,2025-08-08,page_view,/page_view,,MOBILE_WEB,WEB,PAID_SEARCH,campaign_7,
EVT0000003465,CUST0006400,SES0000003462,2025-08-08 01:52:00,2025-08-08,page_view,/page_view,,DESKTOP,WEB,REFERRAL,campaign_11,
EVT0000003466,CUST0006400,SES0000003462,2025-08-08 01:37:00,2025-08-08,checkout,/checkout,,MOBILE_WEB,ANDROID,REFERRAL,campaign_12,
EVT0000003467,CUST0006400,SES0000003462,2025-08-08 01:31:00,2025-08-08,purchase,/purchase,,DESKTOP,IOS,ORGANIC,,TXN0000007802
EVT0000003468,CUST0004240,SES0000003468,2025-11-02 02:13:49,2025-11-02,page_view,/page_view,,MOBILE_APP,ANDROID,PAID_SEARCH,campaign_7,
EVT0000003469,CUST0004240,SES0000003468,2025-11-02 02:41:49,2025-11-02,checkout,/checkout,,MOBILE_APP,ANDROID,REFERRAL,campaign_10,
EVT0000003470,CUST0004240,SES0000003468,2025-11-02 03:19:49,2025-11-02,purchase,/purchase,,DESKTOP,IOS,DIRECT,campaign_17,TXN0000070307
EVT0000003471,CUST0005005,SES0000003471,2025-07-30 23:47:36,2025-07-30,add_to_cart,/add_to_cart,SKU000696,MOBILE_WEB,ANDROID,DIRECT,,
EVT0000003472,CUST0005005,SES0000003471,2025-07-30 23:52:36,2025-07-30,add_to_cart,/add_to_cart,SKU000722,MOBILE_WEB,ANDROID,PAID_SEARCH,,
EVT0000003473,CUST0005005,SES0000003471,2025-07-31 00:25:36,2025-07-31,product_view,/product/593,SKU000184,DESKTOP,IOS,DIRECT,campaign_9,
EVT0000003474,CUST0005005,SES0000003471,2025-07-31 00:23:36,2025-07-31,checkout,/checkout,,DESKTOP,WEB,PAID_SEARCH,,
EVT0000003475,CUST0005005,SES0000003471,2025-07-31 01:59:36,2025-07-31,purchase,/purchase,,MOBILE_WEB,ANDROID,ORGANIC,,TXN0000001465
EVT0000003476,CUST0001774,SES0000003476,2025-08-20 14:59:01,2025-08-20,page_view,/page_view,,MOBILE_WEB,IOS,DIRECT,campaign_9,
EVT0000003477,CUST0001774,SES0000003476,2025-08-20 15:56:01,2025-08-20,page_view,/page_view,,MOBILE_WEB,ANDROID,ORGANIC,campaign_19,
EVT0000003478,CUST0001774,SES0000003476,2025-08-20 16:19:01,2025-08-20,product_view,/product/20,SKU000911,MOBILE_APP,ANDROID,EMAIL,,
EVT0000003479,CUST0001774,SES0000003476,2025-08-20 17:11:01,2025-08-20,page_view,/page_view,,MOBILE_WEB,ANDROID,DIRECT,campaign_7,
EVT0000003480,CUST0001774,SES0000003476,2025-08-20 17:11:01,2025-08-20,page_view,/page_view,,MOBILE_WEB,IOS,EMAIL,,
EVT0000003481,CUST0001774,SES0000003476,2025-08-20 17:09:01,2025-08-20,checkout,/checkout,,MOBILE_APP,IOS,REFERRAL,,
EVT0000003482,CUST0001774,SES0000003476,2025-08-20 20:53:01,2025-08-20,purchase,/purchase,,DESKTOP,WEB,EMAIL,campaign_1,TXN0000015687
EVT0000003483,CUST0002233,SES0000003483,2025-11-22 18:42:30,2025-11-22,add_to_cart,/add_to_cart,SKU000171,DESKTOP,ANDROID,ORGANIC,campaign_4,
EVT0000003484,CUST0002233,SES0000003483,2025-11-22 19:17:30,2025-11-22,checkout,/checkout,,MOBILE_APP,WEB,ORGANIC,campaign_17,
EVT0000003485,CUST0002233,SES0000003483,2025-11-22 20:32:30,2025-11-22,purchase,/purchase,,DESKTOP,ANDROID,PAID_SEARCH,campaign_1,TXN0000086173
EVT0000003486,CUST0009765,SES0000003486,2025-10-21 10:34:59,2025-10-21,page_view,/page_view,,MOBILE_WEB,ANDROID,EMAIL,campaign_18,
EVT0000003487,CUST0009765,SES0000003486,2025-10-21 11:17:59,2025-10-21,add_to_cart,/add_to_cart,SKU000433,MOBILE_WEB,WEB,ORGANIC,,
EVT0000003488,CUST0009765,SES0000003486,2025-10-21 10:44:59,2025-10-21,checkout,/checkout,,DESKTOP,WEB,REFERRAL,,
EVT0000003489,CUST0009765,SES0000003486,2025-10-21 12:34:59,2025-10-21,purchase,/purchase,,DESKTOP,ANDROID,EMAIL,,TXN0000060168
EVT0000003490,CUST0003561,SES0000003490,2025-11-09 03:20:07,2025-11-09,page_view,/page_view,,MOBILE_WEB,IOS,ORGANIC,,
EVT0000003491,CUST0003561,SES0000003490,2025-11-09 03:25:07,2025-11-09,add_to_cart,/add_to_cart,SKU000671,MOBILE_WEB,ANDROID,PAID_SOCIAL,campaign_3,
EVT0000003492,CUST0003561,SES0000003490,2025-11-09 05:04:07,2025-11-09,checkout,/checkout,,DESKTOP,IOS,DIRECT,campaign_5,
EVT0000003493,CUST0003561,SES0000003490,2025-11-09 03:44:07,2025-11-09,purchase,/purchase,,MOBILE_APP,WEB,ORGANIC,campaign_1,TXN0000075744
EVT0000003494,CUST0003763,SES0000003494,2026-01-05 13:57:22,2026-01-05,page_view,/page_view,,MOBILE_WEB,WEB,PAID_SEARCH,,
EVT0000003495,CUST0003763,SES0000003494,2026-01-05 14:17:22,2026-01-05,product_view,/product/212,SKU000690,MOBILE_APP,IOS,DIRECT,,
EVT0000003496,CUST0003763,SES0000003494,2026-01-05 14:57:22,2026-01-05,page_view,/page_view,,MOBILE_APP,WEB,PAID_SOCIAL,,
EVT0000003497,CUST0003763,SES0000003494,2026-01-05 16:03:22,2026-01-05,page_view,/page_view,,MOBILE_APP,IOS,PAID_SEARCH,campaign_3,
EVT0000003498,CUST0003763,SES0000003494,2026-01-05 15:41:22,2026-01-05,checkout,/checkout,,MOBILE_WEB,IOS,EMAIL,,
EVT0000003499,CUST0003763,SES0000003494,2026-01-05 17:37:22,2026-01-05,purchase,/purchase,,DESKTOP,ANDROID,REFERRAL,campaign_10,TXN0000118300
EVT0000003500,CUST0007820,SES0000003500,2025-12-29 21:58:25,2025-12-29,add_to_cart,/add_to_cart,SKU000835,MOBILE_WEB,IOS,PAID_SEARCH,campaign_7,
EVT0000003501,CUST0007820,SES0000003500,2025-12-29 22:11:25,2025-12-29,page_view,/page_view,,DESKTOP,WEB,REFERRAL,,
EVT0000003502,CUST0007820,SES0000003500,2025-12-29 23:28:25,2025-12-29,product_view,/product/39,SKU000424,MOBILE_WEB,ANDROID,ORGANIC,campaign_16,
EVT0000003503,CUST0007820,SES0000003500,2025-12-30 00:31:25,2025-12-30,product_view,/product/980,SKU000198,MOBILE_APP,IOS,ORGANIC,,
EVT0000003504,CUST0007820,SES0000003500,2025-12-30 00:34:25,2025-12-30,product_view,/product/116,SKU000615,MOBILE_WEB,WEB,PAID_SOCIAL,campaign_1,
EVT0000003505,CUST0007820,SES0000003500,2025-12-30 02:43:25,2025-12-30,checkout,/checkout,,DESKTOP,ANDROID,PAID_SOCIAL,,
EVT0000003506,CUST0007820,SES0000003500,2025-12-30 01:28:25,2025-12-30,purchase,/purchase,,MOBILE_APP,IOS,REFERRAL,campaign_3,TXN0000115501
EVT0000003507,CUST0003026,SES0000003507,2025-12-26 20:02:54,2025-12-26,product_view,/product/969,SKU000774,MOBILE_WEB,ANDROID,PAID_SEARCH,campaign_4,
EVT0000003508,CUST0003026,SES0000003507,2025-12-26 20:34:54,2025-12-26,page_view,/page_view,,MOBILE_WEB,IOS,PAID_SOCIAL,campaign_19,
EVT0000003509,CUST0003026,SES0000003507,2025-12-26 21:48:54,2025-12-26,checkout,/checkout,,MOBILE_WEB,IOS,PAID_SEARCH,,
EVT0000003510,CUST0003026,SES0000003507,2025-12-26 22:59:54,2025-12-26,purchase,/purchase,,MOBILE_APP,WEB,PAID_SEARCH,campaign_16,TXN0000113490
EVT0000003511,CUST0009174,SES0000003511,2025-12-19 17:44:42,2025-12-19,page_view,/page_view,,DESKTOP,WEB,PAID_SEARCH,campaign_6,
EVT0000003512,CUST0009174,SES0000003511,2025-12-19 18:13:42,2025-12-19,checkout,/checkout,,MOBILE_WEB,WEB,EMAIL,,
EVT0000003513,CUST0009174,SES0000003511,2025-12-19 19:02:42,2025-12-19,purchase,/purchase,,MOBILE_WEB,IOS,REFERRAL,campaign_13,TXN0000107402
EVT0000003514,CUST0004015,SES0000003514,2025-12-13 18:02:31,2025-12-13,add_to_cart,/add_to_cart,SKU000642,MOBILE_APP,WEB,DIRECT,campaign_13,
EVT0000003515,CUST0004015,SES0000003514,2025-12-13 18:10:31,2025-12-13,page_view,/page_view,,DESKTOP,WEB,ORGANIC,,
EVT0000003516,CUST0004015,SES0000003514,2025-12-13 19:14:31,2025-12-13,product_view,/product/413,SKU000748,MOBILE_WEB,IOS,EMAIL,campaign_17,
EVT0000003517,CUST0004015,SES0000003514,2025-12-13 18:38:31,2025-12-13,page_view,/page_view,,DESKTOP,WEB,ORGANIC,campaign_8,
EVT0000003518,CUST0004015,SES0000003514,2025-12-13 19:30:31,2025-12-13,product_view,/product/194,SKU000039,MOBILE_APP,IOS,ORGANIC,,
EVT0000003519,CUST0004015,SES0000003514,2025-12-13 18:27:31,2025-12-13,add_to_cart,/add_to_cart,SKU000214,MOBILE_WEB,WEB,ORGANIC,,
EVT0000003520,CUST0004015,SES0000003514,2025-12-13 21:56:31,2025-12-13,checkout,/checkout,,MOBILE_APP,WEB,PAID_SOCIAL,,
EVT0000003521,CUST0004015,SES0000003514,2025-12-13 19:54:31,2025-12-13,purchase,/purchase,,MOBILE_WEB,IOS,PAID_SEARCH,campaign_5,TXN0000102364
EVT0000003522,CUST0003541,SES0000003522,2025-09-12 10:52:26,2025-09-12,checkout,/checkout,,MOBILE_APP,IOS,PAID_SOCIAL,,
EVT0000003523,CUST0003541,SES0000003522,2025-09-12 11:16:26,2025-09-12,purchase,/purchase,,DESKTOP,ANDROID,REFERRAL,campaign_1,TXN0000031791
EVT0000003524,CUST0000779,SES0000003524,2025-11-05 18:41:01,2025-11-05,page_view,/page_view,,MOBILE_WEB,ANDROID,PAID_SEARCH,,
EVT0000003525,CUST0000779,SES0000003524,2025-11-05 19:41:01,2025-11-05,product_view,/product/473,SKU000901,DESKTOP,ANDROID,PAID_SOCIAL,campaign_14,
EVT0000003526,CUST0000779,SES0000003524,2025-11-05 19:13:01,2025-11-05,checkout,/checkout,,DESKTOP,ANDROID,PAID_SOCIAL,,
EVT0000003527,CUST0000779,SES0000003524,2025-11-05 20:29:01,2025-11-05,purchase,/purchase,,DESKTOP,WEB,REFERRAL,campaign_20,TXN0000072169
EVT0000003528,CUST0007179,SES0000003528,2025-07-31 05:20:26,2025-07-31,product_view,/product/766,SKU000725,MOBILE_WEB,WEB,ORGANIC,,
EVT0000003529,CUST0007179,SES0000003528,2025-07-31 05:44:26,2025-07-31,page_view,/page_view,,MOBILE_WEB,ANDROID,PAID_SOCIAL,,
EVT0000003530,CUST0007179,SES0000003528,2025-07-31 06:56:26,2025-07-31,product_view,/product/413,SKU000268,MOBILE_APP,IOS,REFERRAL,campaign_20,
EVT0000003531,CUST0007179,SES0000003528,2025-07-31 07:05:26,2025-07-31,checkout,/checkout,,DESKTOP,ANDROID,ORGANIC,campaign_10,
EVT0000003532,CUST0007179,SES0000003528,2025-07-31 06:20:26,2025-07-31,purchase,/purchase,,DESKTOP,IOS,REFERRAL,campaign_19,TXN0000000503
EVT0000003533,CUST0003015,SES0000003533,2025-09-26 18:06:24,2025-09-26,product_view,/product/175,SKU000094,MOBILE_APP,IOS,EMAIL,,
EVT0000003534,CUST0003015,SES0000003533,2025-09-26 18:36:24,2025-09-26,page_view,/page_view,,MOBILE_APP,IOS,REFERRAL,,
EVT0000003535,CUST0003015,SES0000003533,2025-09-26 18:26:24,2025-09-26,checkout,/checkout,,DESKTOP,ANDROID,PAID_SOCIAL,,
EVT0000003536,CUST0003015,SES0000003533,2025-09-26 18:51:24,2025-09-26,purchase,/purchase,,MOBILE_APP,WEB,PAID_SEARCH,campaign_13,TXN0000043567
EVT0000003537,CUST0000292,SES0000003537,2025-09-04 15:32:05,2025-09-04,page_view,/page_view,,MOBILE_APP,WEB,EMAIL,campaign_13,
EVT0000003538,CUST0000292,SES0000003537,2025-09-04 16:13:05,2025-09-04,page_view,/page_view,,DESKTOP,IOS,DIRECT,,
EVT0000003539,CUST0000292,SES0000003537,2025-09-04 16:16:05,2025-09-04,page_view,/page_view,,MOBILE_WEB,ANDROID,PAID_SEARCH,campaign_13,
EVT0000003540,CUST0000292,SES0000003537,2025-09-04 15:47:05,2025-09-04,checkout,/checkout,,DESKTOP,ANDROID,EMAIL,,
EVT0000003541,CUST0000292,SES0000003537,2025-09-04 16:32:05,2025-09-04,purchase,/purchase,,MOBILE_WEB,IOS,DIRECT,,TXN0000027460
EVT0000003542,CUST0007914,SES0000003542,2025-11-09 03:03:22,2025-11-09,add_to_cart,/add_to_cart,SKU000734,MOBILE_WEB,ANDROID,EMAIL,campaign_9,
EVT0000003543,CUST0007914,SES0000003542,2025-11-09 03:46:22,2025-11-09,add_to_cart,/add_to_cart,SKU000023,MOBILE_APP,IOS,DIRECT,,
EVT0000003544,CUST0007914,SES0000003542,2025-11-09 03:43:22,2025-11-09,product_view,/product/509,SKU000230,MOBILE_APP,IOS,PAID_SEARCH,,
EVT0000003545,CUST0007914,SES0000003542,2025-11-09 03:42:22,2025-11-09,product_view,/product/598,SKU000571,DESKTOP,WEB,PAID_SOCIAL,,
EVT0000003546,CUST0007914,SES0000003542,2025-11-09 06:43:22,2025-11-09,page_view,/page_view,,DESKTOP,WEB,PAID_SOCIAL,campaign_19,
EVT0000003547,CUST0007914,SES0000003542,2025-11-09 07:33:22,2025-11-09,checkout,/checkout,,MOBILE_APP,WEB,PAID_SOCIAL,campaign_20,
EVT0000003548,CUST0007914,SES0000003542,2025-11-09 06:39:22,2025-11-09,purchase,/purchase,,MOBILE_APP,WEB,ORGANIC,campaign_8,TXN0000075892
EVT0000003549,CUST0005848,SES0000003549,2025-08-02 02:49:00,2025-08-02,add_to_cart,/add_to_cart,SKU000154,MOBILE_APP,IOS,PAID_SEARCH,,
EVT0000003550,CUST0005848,SES0000003549,2025-08-02 03:28:00,2025-08-02,add_to_cart,/add_to_cart,SKU000313,DESKTOP,WEB,REFERRAL,campaign_16,
EVT0000003551,CUST0005848,SES0000003549,2025-08-02 04:17:00,2025-08-02,product_view,/product/996,SKU000359,MOBILE_WEB,WEB,PAID_SEARCH,,
EVT0000003552,CUST0005848,SES0000003549,2025-08-02 04:55:00,2025-08-02,checkout,/checkout,,MOBILE_APP,IOS,EMAIL,,
EVT0000003553,CUST0005848,SES0000003549,2025-08-02 03:17:00,2025-08-02,purchase,/purchase,,MOBILE_APP,ANDROID,PAID_SEARCH,,TXN0000002181
EVT0000003554,CUST0000299,SES0000003554,2025-10-30 21:16:28,2025-10-30,checkout,/checkout,,MOBILE_APP,ANDROID,REFERRAL,,
EVT0000003555,CUST0000299,SES0000003554,2025-10-30 21:50:28,2025-10-30,purchase,/purchase,,MOBILE_WEB,IOS,ORGANIC,,TXN0000068876
EVT0000003556,CUST0004337,SES0000003556,2025-12-30 21:31:20,2025-12-30,page_view,/page_view,,MOBILE_WEB,WEB,ORGANIC,campaign_19,
EVT0000003557,CUST0004337,SES0000003556,2025-12-30 22:20:20,2025-12-30,page_view,/page_view,,MOBILE_APP,WEB,ORGANIC,campaign_20,
EVT0000003558,CUST0004337,SES0000003556,2025-12-30 22:57:20,2025-12-30,product_view,/product/604,SKU000229,MOBILE_APP,ANDROID,PAID_SEARCH,campaign_11,
EVT0000003559,CUST0004337,SES0000003556,2025-12-30 23:37:20,2025-12-30,checkout,/checkout,,MOBILE_APP,ANDROID,ORGANIC,campaign_14,
EVT0000003560,CUST0004337,SES0000003556,2025-12-30 23:39:20,2025-12-30,purchase,/purchase,,DESKTOP,IOS,ORGANIC,,TXN0000114625
EVT0000003561,CUST0004704,SES0000003561,2025-11-19 22:17:54,2025-11-19,add_to_cart,/add_to_cart,SKU000857,MOBILE_APP,ANDROID,PAID_SEARCH,,
EVT0000003562,CUST0004704,SES0000003561,2025-11-19 22:32:54,2025-11-19,add_to_cart,/add_to_cart,SKU000170,DESKTOP,IOS,ORGANIC,campaign_6,
EVT0000003563,CUST0004704,SES0000003561,2025-11-19 23:01:54,2025-11-19,checkout,/checkout,,MOBILE_WEB,IOS,REFERRAL,,
EVT0000003564,CUST0004704,SES0000003561,2025-11-19 23:59:54,2025-11-19,purchase,/purchase,,MOBILE_APP,IOS,PAID_SEARCH,campaign_18,TXN0000083607
EVT0000003565,CUST0006499,SES0000003565,2025-11-15 06:49:07,2025-11-15,product_view,/product/344,SKU000859,MOBILE_APP,WEB,REFERRAL,campaign_17,
EVT0000003566,CUST0006499,SES0000003565,2025-11-15 07:12:07,2025-11-15,checkout,/checkout,,MOBILE_APP,WEB,DIRECT,campaign_19,
EVT0000003567,CUST0006499,SES0000003565,2025-11-15 08:41:07,2025-11-15,purchase,/purchase,,DESKTOP,IOS,PAID_SOCIAL,,TXN0000079022
EVT0000003568,CUST0001419,SES0000003568,2025-10-05 21:07:48,2025-10-05,product_view,/product/681,SKU000524,DESKTOP,IOS,ORGANIC,,
